H:\Training Data\IMG\center_2019_09_21_15_22_51_997.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_51_997.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_51_997.jpg,0,1,0,8.074808
H:\Training Data\IMG\center_2019_09_21_15_22_52_064.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_064.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_064.jpg,-0.1,0.9991345,0,8.925539
H:\Training Data\IMG\center_2019_09_21_15_22_52_132.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_132.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_132.jpg,-0.25,1,0,9.582376
H:\Training Data\IMG\center_2019_09_21_15_22_52_233.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_233.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_233.jpg,-0.1,0.9055852,0,10.55575
H:\Training Data\IMG\center_2019_09_21_15_22_52_300.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_300.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_300.jpg,-0.25,1,0,11.19645
H:\Training Data\IMG\center_2019_09_21_15_22_52_400.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_400.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_400.jpg,-0.5000001,1,0,12.04703
H:\Training Data\IMG\center_2019_09_21_15_22_52_469.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_469.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_469.jpg,0,1,0,12.94523
H:\Training Data\IMG\center_2019_09_21_15_22_52_534.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_534.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_534.jpg,0,1,0,13.64758
H:\Training Data\IMG\center_2019_09_21_15_22_52_603.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_603.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_603.jpg,0,1,0,14.50076
H:\Training Data\IMG\center_2019_09_21_15_22_52_703.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_703.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_703.jpg,-0.15,1,0,15.3606
H:\Training Data\IMG\center_2019_09_21_15_22_52_803.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_803.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_803.jpg,0,1,0,16.32346
H:\Training Data\IMG\center_2019_09_21_15_22_52_871.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_871.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_871.jpg,-0.2,1,0,17.16089
H:\Training Data\IMG\center_2019_09_21_15_22_52_938.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_52_938.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_52_938.jpg,-0.35,1,0,17.78151
H:\Training Data\IMG\center_2019_09_21_15_22_53_006.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_006.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_006.jpg,-0.5500001,1,0,18.50715
H:\Training Data\IMG\center_2019_09_21_15_22_53_073.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_073.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_073.jpg,-0.7,1,0,19.01944
H:\Training Data\IMG\center_2019_09_21_15_22_53_141.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_141.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_141.jpg,-0.8500001,1,0,19.46051
H:\Training Data\IMG\center_2019_09_21_15_22_53_208.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_208.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_208.jpg,0,1,0,20.18709
H:\Training Data\IMG\center_2019_09_21_15_22_53_275.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_275.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_275.jpg,-0.05,1,0,20.7665
H:\Training Data\IMG\center_2019_09_21_15_22_53_376.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_376.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_376.jpg,-0.3,1,0,21.75365
H:\Training Data\IMG\center_2019_09_21_15_22_53_475.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_475.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_475.jpg,-0.1,1,0,22.73364
H:\Training Data\IMG\center_2019_09_21_15_22_53_574.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_574.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_574.jpg,0,1,0,23.6941
H:\Training Data\IMG\center_2019_09_21_15_22_53_673.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_673.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_673.jpg,0,1,0,24.6613
H:\Training Data\IMG\center_2019_09_21_15_22_53_773.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_773.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_773.jpg,0,1,0,25.62142
H:\Training Data\IMG\center_2019_09_21_15_22_53_872.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_872.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_872.jpg,-0.15,1,0,26.56442
H:\Training Data\IMG\center_2019_09_21_15_22_53_971.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_53_971.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_53_971.jpg,-0.4,1,0,27.41187
H:\Training Data\IMG\center_2019_09_21_15_22_54_039.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_039.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_039.jpg,0,1,0,27.8872
H:\Training Data\IMG\center_2019_09_21_15_22_54_136.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_136.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_136.jpg,-0.15,1,0,28.80387
H:\Training Data\IMG\center_2019_09_21_15_22_54_236.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_236.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_236.jpg,-0.4,1,0,29.65863
H:\Training Data\IMG\center_2019_09_21_15_22_54_336.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_336.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_336.jpg,-0.1,1,0,30.19059
H:\Training Data\IMG\center_2019_09_21_15_22_54_434.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_434.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_434.jpg,0,1,0,30.1887
H:\Training Data\IMG\center_2019_09_21_15_22_54_533.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_533.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_533.jpg,0,1,0,30.19014
H:\Training Data\IMG\center_2019_09_21_15_22_54_631.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_631.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_631.jpg,0,1,0,30.19028
H:\Training Data\IMG\center_2019_09_21_15_22_54_728.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_728.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_728.jpg,0,1,0,30.19031
H:\Training Data\IMG\center_2019_09_21_15_22_54_824.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_824.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_824.jpg,0,1,0,30.19047
H:\Training Data\IMG\center_2019_09_21_15_22_54_923.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_54_923.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_54_923.jpg,-0.15,1,0,30.18431
H:\Training Data\IMG\center_2019_09_21_15_22_55_030.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_030.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_030.jpg,0,1,0,30.19015
H:\Training Data\IMG\center_2019_09_21_15_22_55_120.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_120.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_120.jpg,-0.05,1,0,30.19015
H:\Training Data\IMG\center_2019_09_21_15_22_55_187.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_187.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_187.jpg,-0.25,1,0,30.17838
H:\Training Data\IMG\center_2019_09_21_15_22_55_254.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_254.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_254.jpg,0,1,0,30.18963
H:\Training Data\IMG\center_2019_09_21_15_22_55_323.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_323.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_323.jpg,-0.05,1,0,30.19007
H:\Training Data\IMG\center_2019_09_21_15_22_55_391.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_391.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_391.jpg,-0.25,1,0,30.17871
H:\Training Data\IMG\center_2019_09_21_15_22_55_459.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_459.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_459.jpg,0,1,0,30.18939
H:\Training Data\IMG\center_2019_09_21_15_22_55_529.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_529.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_529.jpg,-0.2,1,0,30.18355
H:\Training Data\IMG\center_2019_09_21_15_22_55_600.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_600.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_600.jpg,-0.35,1,0,30.16697
H:\Training Data\IMG\center_2019_09_21_15_22_55_701.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_701.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_701.jpg,-0.05,1,0,30.19007
H:\Training Data\IMG\center_2019_09_21_15_22_55_769.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_769.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_769.jpg,-0.25,1,0,30.17951
H:\Training Data\IMG\center_2019_09_21_15_22_55_837.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_837.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_837.jpg,0,1,0,30.18903
H:\Training Data\IMG\center_2019_09_21_15_22_55_904.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_904.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_904.jpg,-0.2,1,0,30.18511
H:\Training Data\IMG\center_2019_09_21_15_22_55_972.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_55_972.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_55_972.jpg,0,1,0,30.18935
H:\Training Data\IMG\center_2019_09_21_15_22_56_039.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_039.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_039.jpg,-0.05,1,0,30.19016
H:\Training Data\IMG\center_2019_09_21_15_22_56_106.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_106.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_106.jpg,-0.25,1,0,30.17845
H:\Training Data\IMG\center_2019_09_21_15_22_56_174.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_174.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_174.jpg,0,1,0,30.1894
H:\Training Data\IMG\center_2019_09_21_15_22_56_244.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_244.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_244.jpg,-0.15,1,0,30.18726
H:\Training Data\IMG\center_2019_09_21_15_22_56_312.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_312.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_312.jpg,-0.35,1,0,30.16693
H:\Training Data\IMG\center_2019_09_21_15_22_56_378.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_378.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_378.jpg,0,1,0,30.18836
H:\Training Data\IMG\center_2019_09_21_15_22_56_449.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_449.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_449.jpg,0,1,0,30.18955
H:\Training Data\IMG\center_2019_09_21_15_22_56_516.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_516.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_516.jpg,0,1,0,30.19022
H:\Training Data\IMG\center_2019_09_21_15_22_56_585.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_585.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_585.jpg,0,1,0,30.19032
H:\Training Data\IMG\center_2019_09_21_15_22_56_655.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_655.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_655.jpg,-0.1,1,0,30.18864
H:\Training Data\IMG\center_2019_09_21_15_22_56_723.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_723.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_723.jpg,-0.3,1,0,30.16994
H:\Training Data\IMG\center_2019_09_21_15_22_56_795.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_795.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_795.jpg,0,1,0,30.18896
H:\Training Data\IMG\center_2019_09_21_15_22_56_865.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_865.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_865.jpg,0,1,0,30.19016
H:\Training Data\IMG\center_2019_09_21_15_22_56_935.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_56_935.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_56_935.jpg,0,1,0,30.19022
H:\Training Data\IMG\center_2019_09_21_15_22_57_005.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_005.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_005.jpg,0,1,0,30.19031
H:\Training Data\IMG\center_2019_09_21_15_22_57_077.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_077.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_077.jpg,0,1,0,30.19028
H:\Training Data\IMG\center_2019_09_21_15_22_57_150.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_150.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_150.jpg,-0.2,1,0,30.18021
H:\Training Data\IMG\center_2019_09_21_15_22_57_217.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_217.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_217.jpg,0,1,0,30.18975
H:\Training Data\IMG\center_2019_09_21_15_22_57_288.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_288.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_288.jpg,-0.2,1,0,30.1819
H:\Training Data\IMG\center_2019_09_21_15_22_57_361.jpg,H:\Training Data\IMG\left_2019_09_21_15_22_57_361.jpg,H:\Training Data\IMG\right_2019_09_21_15_22_57_361.jpg,0,1,0,30.18508
